,product,date,rating,title,reviews
19,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","January 19, 2024",1.0 out of 5 stars,Busted open,All of the cans were busted
20,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","January 16, 2024",1.0 out of 5 stars,Bad batch,"The pink strawberry starburst c4s are a bad batch.I’ve been using these for a long time,but after 2 cans of this I was sick for almost a week."
21,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","January 8, 2024",1.0 out of 5 stars,Yuck,Most of the cans tasted foul
22,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","December 20, 2023",1.0 out of 5 stars,Arrived Damaged and Empty,Both cases that I ordered arrived visibly damaged with multiple cans empty. “Not eligible for return or replacement” such a rip off.
23,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","December 15, 2023",1.0 out of 5 stars,Flat taste awful,They are all flat taste awful
24,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","December 13, 2023",1.0 out of 5 stars,ONLY 12 oz not 16 like in stores,"ONLY 12 oz not 16 like in stores.
I know it says that in description but i have been drinking c4 since powder years and years ago and I buy c4 at stores they were all 16 oz now they are doing 12 i guess like celsius does."
25,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","December 13, 2023",1.0 out of 5 stars,Raised the price to high,"It’s a decent drink and good for recovery from a workout. I bought it in Nov 2023 and paid almost 10 dollars less. Don’t buy it at this price 32.99, there are cheaper prices to be found. Don’t let this company rip you off"
26,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","December 7, 2023",1.0 out of 5 stars,Damaged,Cans came dented and exploded in packaging.
27,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","December 2, 2023",1.0 out of 5 stars,Expired product,Case of Orange Slice C4s delivered 12-2-2023 with an expiration date of 11/2023.
28,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","December 1, 2023",1.0 out of 5 stars,Cans of C4 Starburst strawberry and cherry flavored,I received cans that were on the verge of explosion. I couldn’t even open them. They must have gotten frozen in transport. There were 2 cans that looked normal but they tasted horrible. Normally I like C4
29,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 29, 2023",1.0 out of 5 stars,Not good,Busted open cans and no replacement or refunds. Shame. Has happened more then once now.
30,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 28, 2023",1.0 out of 5 stars,Yuck,"Tastes like Red Bull - gross. I drink ghost mango and they were out of stock sadly, so I tried these - regret it"
31,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 13, 2023",1.0 out of 5 stars,Mal sabor,Tiene un exceso de azúcar que provoca un sabor desagradable
32,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 11, 2023",1.0 out of 5 stars,Damaged products,"The product was okay, except for the five damaged cans. Was so damaged that it leaked and the whole package was damp. Very disappointing."
33,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 9, 2023",1.0 out of 5 stars,Leaking cans,3rd Time case had a mess from leaking cans. C-4 don’t answer and help for returns. BUY SOMETHING ELSE! NEVER AGAIN FOR ME!
34,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 8, 2023",1.0 out of 5 stars,Showed up destroyed. What the hell is this?,Showed up destroyed.
35,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","November 8, 2023",1.0 out of 5 stars,Damaged Product,"Love the product, but majority of the cans arrived damaged. Unable to return the product. Do not recommend buying from Amazon, since they cannot ensure they are delivering a quality product and will not accept return for these damaged items."
36,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 30, 2023",1.0 out of 5 stars,Junk,"Products have been arriving with damaged cans, then today arrived and some of them have been popped open leaking all over the place"
37,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 28, 2023",1.0 out of 5 stars,Doesn't taste like it used to...,I've had these before and they tasted like Starburst. These ones I got on sale do not taste like they should...??
38,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 25, 2023",1.0 out of 5 stars,Not getting the full product,Very poorly packaged - I brought 12 cans and only received 9 full cans. I payed 100% of the price and received 75% of the product.
39,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 18, 2023",1.0 out of 5 stars,Disgusting,"Horrid flavor, horrid aftertaste, no boost! Absolute crap!"
40,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 9, 2023",1.0 out of 5 stars,"Increase focus and energy, but they contain sucralose which is toxic","If C-4 made an energy drink and used Monk fruit sweetener, instead of sucralose, I would buy stock. Unfortunately, I had to stop using these, and it is unfortunate, because the focus that comes from drinking these along with the pre-workout benefit is significant. However, sucralose completely destroyed blood sugar control and insulin control, and studies suggest it is terrible (toxic)for the human body. No one should drink sucralose ever. Especially when products such as monk fruit sweetener in erythritol exist. It’s too bad that this product is ruined by one ingredient. yes, the FDA has approved sucralose, but it has also approved Round Up poison on food.🤷🏽‍♀️"
41,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 6, 2023",1.0 out of 5 stars,No replacement or refund,Received package damaged and half of my order was empty. Getting no where.
42,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","October 3, 2023",1.0 out of 5 stars,Repeated issue,Forth order in a roll that cans are leaking/damaged.
43,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 27, 2023",1.0 out of 5 stars,No help with crushed cans,Order 12 cans and six were crush and leaking . Tried to get replacement and hit a wall . No help .
44,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 24, 2023",1.0 out of 5 stars,Damaged items,Damaged goods
45,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 24, 2023",1.0 out of 5 stars,Some cans were half full....,"Don't know why, but some sealed cans were half full. Found 5 cans like that."
46,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 23, 2023",1.0 out of 5 stars,Meh,Love the product but every single can came damaged
47,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 20, 2023",1.0 out of 5 stars,Product is great. Shipping stinks,"Almost every time we order energy drinks from Amazon they ship them in those plastic bags, so needless to say half the time they don't show up or if they do their severely dented. I don't understand why they want to ship them in a box. The product itself is amazing. The whole shipping process is ridiculous"
48,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 20, 2023",1.0 out of 5 stars,Had to cancel,Shipping date kept changing I feel it was due to the price it was sold for. It was really cheap soo yeah...
49,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 17, 2023",1.0 out of 5 stars,"Gross flavor. Taste similar to Bang. Muted, artificial flavor and fizz with weird after taste.","I wouldn't purchase this again. If you're using this as pre-workout, just get the powdered version. If you're looking to try another energy drink, just stick with Rockstar and Monster. This one is gross"
50,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 15, 2023",1.0 out of 5 stars,Came smashed and 1 can short,Came smashed 2 cans empty and everything all wet only got 4 cherry and 13 strawberry will never buy again
51,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 15, 2023",1.0 out of 5 stars,leaky cans,"Great flavor, ok price. However every time I have received it at least one can was leaking."
52,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 11, 2023",1.0 out of 5 stars,Awful Amazon services 😡,
53,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 9, 2023",1.0 out of 5 stars,Pink flavor tastes SPOILED!!!🤮🤢🤮,The pink ones tasted spoiled. Which is unfortunate since 2/3 are the pink variety. Also ordered 2 and only received 1 got a notification that there was a problem during shipment and a new one would be shipped in a couple days. The only positive is they didn’t end up sending me the replacement and refunded me without even asking if that’s what I wanted 🫣
54,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 8, 2023",1.0 out of 5 stars,Empty,Ordering a case of this drink and just found the 4th one empty. Not sure if they were already empty or leaked out on the way.
55,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 4, 2023",1.0 out of 5 stars,Taste bad,Product tasted off or stale and not at all like what have bought at the grocery store. Waste of money.
56,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","September 2, 2023",1.0 out of 5 stars,Damaged goods,"Smh, the last three shipments have damaged goods. Please reasonably respond"
57,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 28, 2023",1.0 out of 5 stars,Not good,Makes your skin burn and itch
58,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 27, 2023",1.0 out of 5 stars,Missing items,"If you order multiple items at once don’t expect them all to arrive on time, has happened multiple times where one is delivered and the other is delayed."
59,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 22, 2023",1.0 out of 5 stars,Inaccurate information,These are labeled to be zero calories but the shipment I received in the mail all says they’re 10 calories.
60,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 22, 2023",1.0 out of 5 stars,Wow,This is how my package showed up everything just a mess opened and a day late
61,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 20, 2023",1.0 out of 5 stars,Cans leaking,"Would have been great, but spending $20 for half of the cans to be leaking and can’t return, get replacement or anything else is kinda insane. I paid $20 for half the amount I should have gotten."
62,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 19, 2023",1.0 out of 5 stars,Product damaged when recieved,Three cans exploded and leaked. The cans were wrapped in a bag as if it was known that there was a leak.
63,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 18, 2023",1.0 out of 5 stars,Que repongan las que estan averiadas y la que falta,Si me gusta lo que no me gusta que falta una y 3 averiadas
64,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 16, 2023",1.0 out of 5 stars,You took double money for single orders,Cans were dented and boxes were smashed on side do not use snap for any orders will get doubled charges and product damage
65,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 16, 2023",1.0 out of 5 stars,Stale/old,"I like this product very much , it came with 3 6 Packs . 2 of them taste stale or old leaving a bad taste after you drink it.. 1 is how it should be..But I paid for 18 not 6 . Very unhappy."
66,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 3, 2023",1.0 out of 5 stars,Missing several cans,It was missing two cans of C4. the packaging was damaged and two of the cans had been removed. Two of the cans that had shipped had been damaged and leaked all throughout the box.
67,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","August 2, 2023",1.0 out of 5 stars,Toxic ingredients - would have been great otherwise,"TOXIC INGREDIENTS

Sucralose:

Gut Health: Some research has indicated that sucralose might negatively affect the balance of bacteria in the gut, reducing the number of good bacteria and increasing the pH level. However, these studies were primarily conducted on rats, so it's unclear if these effects are the same in humans.

Glucose Metabolism: There are also concerns about the impact of sucralose on glucose metabolism. Some studies suggest that it might affect insulin and blood sugar levels, leading to an increased risk of developing type 2 diabetes. However, further research is needed to establish this conclusively.

Taste Perception: Regular consumption of artificial sweeteners like sucralose can also potentially alter taste perception, making naturally sweet foods (such as fruits) taste less appealing, which could lead to poor dietary choices.

Potassium Sorbate:

Allergic Reactions: Some people may experience allergic reactions to potassium sorbate, with symptoms like skin rashes, itching, or respiratory problems. These reactions, however, are quite rare.

Potential Carcinogen: There are also concerns that when potassium sorbate reacts with certain substances (like ascorbic acid), it might form a mutagenic compound known as a 'sorbic acid compound,' which could potentially lead to genetic mutations and cancer. But the evidence on this is quite limited and more research is needed to confirm this.

Digestive Issues: Some people might experience digestive issues like nausea, diarrhea, or nutrient malabsorption after consuming food products with potassium sorbate. However, these effects are generally associated with the consumption of this additive in large quantities.

DO YOUR RESEARCH"
68,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 30, 2023",1.0 out of 5 stars,"If it comes in damaged, it's yours","5 of the 12 cans are damaged on the top and will be hard to open. When I filed for replacement, there is none. Buyer beware."
69,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 29, 2023",1.0 out of 5 stars,Avoid Unless You Want to Get Sick,"Do not buy it unless you want to get sick. I drank half a can, and I started feeling bad. I began vomiting, and I thought maybe it was something I ate. I couldn't stop vomiting for a day and a half. I didn't eat or drink anything out of my diet except for the C4, but I didn't think it could be that.

Two weeks have passed since the incident, and today I took three sips from the can, and I started feeling nauseous again. It's not the caffeine; I'm someone who drinks a lot of coffee (and I clarify that I hadn't had any coffee before drinking the C4)."
70,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 28, 2023",1.0 out of 5 stars,Cans all busted.,Drinks came damaged.
71,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 28, 2023",1.0 out of 5 stars,Cause severe allergic reaction within minutes,"Tried this for the 1st time today before my workout, I didn't make it to the gym because within minutes my skin went from itching to burning. I am currently in the emergency room as I write this. I'm apparently having an allergic reaction to an ingredient in this, unfortunately I won't know what until .y blood test results come in. I've used Alani Nu pre workout drinks before this and never experienced the issues I am experiencing now."
72,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 21, 2023",1.0 out of 5 stars,Not able to return,"Shipping box was not damaged, but most of the cans are damaged and it's an unreturnable item"
73,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 21, 2023",1.0 out of 5 stars,Busted up cans,"I've ordered these before with no issue, but the box I received yesterday looks like it was thrown around and dropped before being packaged and shipped. The tops of most of the cans are warped in a way that makes it nearly impossible to open them. I've had to resort to punching the can open with a can opener and dumping the contents into a drinking glass, which takes longer than I'd like. I'm extremely disappointed, as I really enjoy C4, but this will probably be the last case I order."
74,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 17, 2023",1.0 out of 5 stars,C4 drinks were fine,"All the cans were not wrapped and thrown in box with other items
No packing"
75,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 17, 2023",1.0 out of 5 stars,"Should be marked ""fragile""",Got my order the other day and the box was wet and partially ripped. Open the box and found the case wet and some cans dented. When to open open the plastic and under extreme content one of the cans burst open. Another can dented and about 1/3 full.
76,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 15, 2023",1.0 out of 5 stars,Can arrive all busted,5 of the cans were all busted up and dented. 1 of them was busted so bad it was empty. I haven’t opened them yet but I bet the carbonation isn’t great either after everything they’ve been through.
77,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 12, 2023",1.0 out of 5 stars,Item was in poor condition,Cans were open in the package. Cans were dinged and dented. This 12 pack should of of been thrown in the garbage not shipped to a customer. Just wow.....
78,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 11, 2023",1.0 out of 5 stars,C4,El producto llego dañado y roto algunas latas
79,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12","July 8, 2023",1.0 out of 5 stars,Product arrived busted,"Half my order came in busted. Product itself tastes great and gives energy.

C4. will not do anything for you except call you back and say they will not help you"
