,product,date,rating,title,reviews,combined,sentiment,sentiment_taste,sentiment_flavor,sentiment_price,sentiment_package,sentiment_value,sentiment_packaging
177,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-10-05,5.0,,drank monster long time probably favorite nice taste clean finish provides pretty good energy boost mg caffeine per like monster variety mg low sugar g added sugar g total best part pack amazon subscribe save usually get le price, drank monster long time probably favorite nice taste clean finish provides pretty good energy boost mg caffeine per like monster variety mg low sugar g added sugar g total best part pack amazon subscribe save usually get le price,1,0.9796,,0.9796,,,
175,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-10-13,5.0,,favorite drink including alcoholic beverage definitely addicted flavor caffeine getting older trying healthier supposed give, favorite drink including alcoholic beverage definitely addicted flavor caffeine getting older trying healthier supposed give,1,,0.6908,,,,
174,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-10-15,5.0,,would expect cheaper buy bulk always loved variety monster product additionally removed ginseng beverage would think also would help reduce price control cost despite removed ginseng really notice difference taste either, would expect cheaper buy bulk always loved variety monster product additionally removed ginseng beverage would think also would help reduce price control cost despite removed ginseng really notice difference taste either,1,0.765,,0.765,,,
172,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-10-16,3.0,,monster great drink time though little worrisome arrived nearly opened ripped cans bent best way receive package, monster great drink time though little worrisome arrived nearly opened ripped cans bent best way receive package,0,,,,0.7841,,
173,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-10-16,5.0,,excellent price, excellent price,1,,,0.5719,,,
299,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-10-18,5.0,,always preferred original monster flavor want sugar zero sugar version taste pretty much identical soooo gooood, always preferred original monster flavor want sugar zero sugar version taste pretty much identical soooo gooood,1,0.7003,0.7003,,,,
297,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-10-19,3.0,,notice taste favourite like original one sugar ultra blue peach remain better taste choice, notice taste favourite like original one sugar ultra blue peach remain better taste choice,0,0.7717,,,,,
171,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-10-19,3.0,,great purchase buy flavor bulk however issue taste awful reason happens every come whole pack tasting way unpleasant say least get one seems taste toxic sometimes whole pack otherwise monster energy always go miss original blue zero version though, great purchase buy flavor bulk however issue taste awful reason happens every come whole pack tasting way unpleasant say least get one seems taste toxic sometimes whole pack otherwise monster energy always go miss original blue zero version though,0,0.2023,0.2023,,,,
296,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-10-20,1.0,,bad quality took forever receive, bad quality took forever receive,0,,,,,,
294,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-10-20,5.0,,love monster zero cal come original flavor like original flavor want wake, love monster zero cal come original flavor like original flavor want wake,1,,0.891,,,,
291,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-10-22,5.0,,really good zero sugar expected good taste almost identical original subtle change mind, really good zero sugar expected good taste almost identical original subtle change mind,1,0.813,,,,,
292,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-10-22,1.0,,ordered mom time loved blue zero sugar taste seems like find new favorite energy drink replaced also wayyyy expensive quantity getting, ordered mom time loved blue zero sugar taste seems like find new favorite energy drink replaced also wayyyy expensive quantity getting,0,0.8885,,,,,
287,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-10-28,2.0,,taste one store rather buy walmart menards average price per come pack, taste one store rather buy walmart menards average price per come pack,0,0.0,,0.0,,,
286,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-10-28,5.0,,personally think new zero sugar taste better original full sugar monster absolutely love stuff, personally think new zero sugar taste better original full sugar monster absolutely love stuff,1,0.8655,,,,,
285,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-10-31,5.0,,favorite energy drink zero sugar taste exactly purchased work much better value buying highly recommended, favorite energy drink zero sugar taste exactly purchased work much better value buying highly recommended,1,0.8883,,,,0.8883,0.8883
164,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-11-02,2.0,,outer box good condition upon opening box first box one partially full taste second box multiple dented full can one cracked several full disappointing, outer box good condition upon opening box first box one partially full taste second box multiple dented full can one cracked several full disappointing,0,-0.0772,,,,,
281,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-11-05,1.0,,terrible decision alienate customer base replacing old formula new formula new formula nasty used buy drink regularly never purchase least could kept old formula around buy different something huge loss monster hopefully sale go regret also super deceptive sell new flavor guise old flavor essentially manipulating people keeping old flavor positive star rating review instead creating new listing, terrible decision alienate customer base replacing old formula new formula new formula nasty used buy drink regularly never purchase least could kept old formula around buy different something huge loss monster hopefully sale go regret also super deceptive sell new flavor guise old flavor essentially manipulating people keeping old flavor positive star rating review instead creating new listing,0,,0.1027,,,,
162,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-11-06,1.0,,terrible quality every time order cans consistently damaged monster flat, terrible quality every time order cans consistently damaged monster flat,0,,,,,,
279,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-11-08,5.0,,good price taste good, good price taste good,1,0.7003,,0.7003,,,
160,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-11-08,1.0,,ordered three pack usually whole pack can damaged open second time happen still keep ordering price happens worth, ordered three pack usually whole pack can damaged open second time happen still keep ordering price happens worth,0,,,-0.25,,,
278,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-11-10,2.0,,drink zero sugar monster time first time bought amazon half can came damaged far taste little, drink zero sugar monster time first time bought amazon half can came damaged far taste little,0,-0.296,,,,,
276,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-11-12,5.0,,monster energy zero sugar original green flavor energy drink formula familiar burst energy perfect companion fact without compromising taste make winning choice whether need energy boost work workout monster variant always delivers become staple routine highly recommend anyone seeking refreshing energy drink, monster energy zero sugar original green flavor energy drink formula familiar burst energy perfect companion fact without compromising taste make winning choice whether need energy boost work workout monster variant always delivers become staple routine highly recommend anyone seeking refreshing energy drink,1,0.9698,0.9698,,,,
277,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-11-12,5.0,,tastes little muted regular green monster put star working would recommend drinking caffeinated energy drink working, tastes little muted regular green monster put star working would recommend drinking caffeinated energy drink working,1,0.5574,,,,,
157,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-11-13,1.0,,can damaged seal broken kill flavor second shipment like, can damaged seal broken kill flavor second shipment like,0,,-0.8481,,,,
156,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-11-15,5.0,,better value store, better value store,1,,,,,0.6486,0.6486
274,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-11-15,5.0,,zero ultra fan exclusively week came buy case time taking love new selection good job month later sad report back flavor inconsistent getting real sweet whatever sweetener used body reacts like cane sugar buying today going back ultra zero changed better, zero ultra fan exclusively week came buy case time taking love new selection good job month later sad report back flavor inconsistent getting real sweet whatever sweetener used body reacts like cane sugar buying today going back ultra zero changed better,1,,0.9287,,,,
154,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-11-16,1.0,,love monster energy subscribed get case every week however last case defective can collapsible soft unopened can recent case know previous case drink flat poor taste unable return bc clearly open box find defect, love monster energy subscribed get case every week however last case defective can collapsible soft unopened can recent case know previous case drink flat poor taste unable return bc clearly open box find defect,0,0.1531,,,,,
272,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-11-18,5.0,,pleased flavor tastes like original tell zero sugar weird aftertaste, pleased flavor tastes like original tell zero sugar weird aftertaste,1,0.7184,0.7184,,,,
151,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-11-20,5.0,,really enjoy monster energy drink especially monsters package opened resealed visible can one case dented smashed pinhole leak kind messy much trouble send back, really enjoy monster energy drink especially monsters package opened resealed visible can one case dented smashed pinhole leak kind messy much trouble send back,1,,,,0.3933,,
268,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-11-24,5.0,,monster good energy drink market today like zero flavor issue expensive wish monster would provide discount purchasing pack larger pack better deal purchase one pack monster give free sample occasionally monster give loyalty consumer discount, monster good energy drink market today like zero flavor issue expensive wish monster would provide discount purchasing pack larger pack better deal purchase one pack monster give free sample occasionally monster give loyalty consumer discount,1,,0.9561,,,,
263,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-11-29,5.0,,sugar free energy drink end tastes fine keep going, sugar free energy drink end tastes fine keep going,1,0.7351,,,,,
264,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-11-29,5.0,,keep coming back product partner love green monster taste due diabetes need conscious sugar intake zero sugar version honestly ca almost tell difference also price per better find even dollar general store, keep coming back product partner love green monster taste due diabetes need conscious sugar intake zero sugar version honestly ca almost tell difference also price per better find even dollar general store,1,0.8779,,0.8779,,,
144,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-11-29,1.0,,every order receive defective can opened flat need better quality control, every order receive defective can opened flat need better quality control,0,,,,,,
142,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-12-01,5.0,,great taste, great taste,1,0.6249,,,,,
140,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-12-03,1.0,,last month bought different pack amazon almost can carbonation happened often could tell opening can feel soft thin lack pressure unfortunate stop buying really disappointing monster bev corp responded quality control inquiry, last month bought different pack amazon almost can carbonation happened often could tell opening can feel soft thin lack pressure unfortunate stop buying really disappointing monster bev corp responded quality control inquiry,0,,,,,,
260,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-12-07,5.0,,zero sugar version like coke zero sugar still taste profile original consuming monster morning fix since college trying watch sugar intake good alternative come, zero sugar version like coke zero sugar still taste profile original consuming monster morning fix since college trying watch sugar intake good alternative come,1,0.7717,,,,,
261,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-12-07,5.0,,like flavor without sugar, like flavor without sugar,1,,0.3612,,,,
259,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-12-10,5.0,,love drink direct replacement absolute zero preferred monster since find absolute zero reasonable price buy, love drink direct replacement absolute zero preferred monster since find absolute zero reasonable price buy,1,,,0.6369,,,
138,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-12-10,2.0,,buy alot first time ever gotten one carbonated kinda odd much flavor flat unopened arrived u packaged well shipper issue must factory issue hope next order none flat tho zero monster fine tho low carb one flat giving head incase issue, buy alot first time ever gotten one carbonated kinda odd much flavor flat unopened arrived u packaged well shipper issue must factory issue hope next order none flat tho zero monster fine tho low carb one flat giving head incase issue,0,,0.624,,0.624,,
137,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-12-11,2.0,,can carbonation sunken replacement previous package sent can without carbonation, can carbonation sunken replacement previous package sent can without carbonation,0,,,,0.0,,
257,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-12-16,5.0,,good price, good price,1,,,0.4404,,,
132,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2023-12-21,5.0,,great price love, great price love,1,,,0.8519,,,
256,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2023-12-28,5.0,,perfect purchase price love monster drink time, perfect purchase price love monster drink time,1,,,0.836,,,
253,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-01-05,5.0,,loved flavor completly bought many could found going away sad say case replacement horrible leaf terrible headache good bye monster back rockstar guess, loved flavor completly bought many could found going away sad say case replacement horrible leaf terrible headache good bye monster back rockstar guess,1,,-0.4404,,,,
252,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-01-07,1.0,,excited see flavor zero sugar got tasted pretty good sugar free loaded saw report sweetener used know cause cancer bunch stuck, excited see flavor zero sugar got tasted pretty good sugar free loaded saw report sweetener used know cause cancer bunch stuck,0,0.6597,0.6597,,,,
128,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-01-09,4.0,,monster energy drink great regularly get subscribe save order husband favorite flavor problem come delivery sometimes receive can popped monster box ripped deal arranging can part love connivence monster delivered monthly door cheaper get grocery store however delivery always smooth since keep ordering u worth aware possibility can exploded fall box go lift, monster energy drink great regularly get subscribe save order husband favorite flavor problem come delivery sometimes receive can popped monster box ripped deal arranging can part love connivence monster delivered monthly door cheaper get grocery store however delivery always smooth since keep ordering u worth aware possibility can exploded fall box go lift,1,,0.9413,,,,
251,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-01-12,5.0,,want find locally bulk product amazon work okay wish price much, want find locally bulk product amazon work okay wish price much,1,,,0.6808,,,
244,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-01-26,5.0,,husband drink monster good like original flavor want sugar free definitely worth trying, husband drink monster good like original flavor want sugar free definitely worth trying,1,,0.9313,,,,
243,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-01-26,3.0,,taste exactly like regular monster removing sugar left questionable chemical taste original like energy drink like, taste exactly like regular monster removing sugar left questionable chemical taste original like energy drink like,0,0.8271,,,,,
498,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-01-28,1.0,disappointed,product tasted like grease taste old drink time terrible,disappointed product tasted like grease taste old drink time terrible,0,-0.5719,,,,,
496,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-01-30,5.0,good variety,decent variety flavor would recommend like switch flavor,good variety decent variety flavor would recommend like switch flavor,1,,0.7845,,,,
240,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-01-31,3.0,,title say drink diet drink sweet leave nasty taste diet drinker get used despise drink regular monster daily wanted cut back sugar carbs tried yes original monster flavor nasty sweet taste taste ruin finish ordered wo buy unless cut maybe another diet taste, title say drink diet drink sweet leave nasty taste diet drinker get used despise drink regular monster daily wanted cut back sugar carbs tried yes original monster flavor nasty sweet taste taste ruin finish ordered wo buy unless cut maybe another diet taste,0,-0.7783,-0.7783,,,,
241,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-01-31,5.0,,monster energy best original lowering yet originally flavored, monster energy best original lowering yet originally flavored,1,,0.765,,,,
239,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-02-01,1.0,,package late arrived damaged can misshaped, package late arrived damaged can misshaped,0,,,,-0.4404,,
495,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-01,5.0,great flavors,excellent price several flavor favorite energy drink monster,great flavors excellent price several flavor favorite energy drink monster,1,,0.9169,0.9169,,,
492,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-01,3.0,favorite flavor,great product ordered case time one crushed shipment might better overall order lower box weight,favorite flavor great product ordered case time one crushed shipment might better overall order lower box weight,0,,0.7184,,,,
123,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-02-02,3.0,,flavor drinkable ice cold think tolerance fake sweetener low though sort thing right alley left kind chemical aftertaste, flavor drinkable ice cold think tolerance fake sweetener low though sort thing right alley left kind chemical aftertaste,0,0.1027,0.1027,,,,
490,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-03,1.0,worst experience yet,drink pacific punch daily basis buy amazon well local store case never bad experience received case amazon yesterday tried far awful flat taste never experienced year drinking pacific punch tried looking option reach seller luck hope monster go change recipe drink never drink pacific punch,worst experience yet drink pacific punch daily basis buy amazon well local store case never bad experience received case amazon yesterday tried far awful flat taste never experienced year drinking pacific punch tried looking option reach seller luck hope monster go change recipe drink never drink pacific punch,0,0.6428,,,,,
238,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-02-03,5.0,,quick arrival good shape fair price ty, quick arrival good shape fair price ty,1,,,0.7783,,,
487,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-04,5.0,great tasting,price much better found really like,great tasting price much better found really like,1,,,0.8687,,,
122,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-02-05,5.0,,wife started drinking flavor try cut calorie intake already lost pound changing regular, wife started drinking flavor try cut calorie intake already lost pound changing regular,1,,-0.5267,,,,
237,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-02-05,4.0,,box came damage can pressurized dent exploded open day later can punctured dent box wet outside amazon box sticky opened amazon box monster box much smaller padding added must rolled tossed transit super disappointed refunded let keep package plus happened first order ordered time dented packaged properly gave star instead star still hit miss odds pretty good also pack much smaller used get pack buck pack buck good deal one final thing get headache drinking drink least time amount water compared much monster drank one monster day still get headache stop drinking talk doctor also feel irritable moody feel fuzzy talk doctor people drink monster without side effect drink lot water even soft drink cause kidney stone let tell want kidney stone saying painful getting kicked nut horse yes know feel anyways delicious good drink responsibly fun amazon customer service great problem ask take picture help, box came damage can pressurized dent exploded open day later can punctured dent box wet outside amazon box sticky opened amazon box monster box much smaller padding added must rolled tossed transit super disappointed refunded let keep package plus happened first order ordered time dented packaged properly gave star instead star still hit miss odds pretty good also pack much smaller used get pack buck pack buck good deal one final thing get headache drinking drink least time amount water compared much monster drank one monster day still get headache stop drinking talk doctor also feel irritable moody feel fuzzy talk doctor people drink monster without side effect drink lot water even soft drink cause kidney stone let tell want kidney stone saying painful getting kicked nut horse yes know feel anyways delicious good drink responsibly fun amazon customer service great problem ask take picture help,1,,,,0.9477,,
486,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-07,5.0,addicted,ca get enough drink mango loco always favorite flavor,addicted ca get enough drink mango loco always favorite flavor,1,,0.4588,,,,
121,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-02-07,5.0,,came time reasonably priced like description since, came time reasonably priced like description since,1,,,0.3612,,,
482,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-08,5.0,quality,seller product went beyound ensuring purchase delivered ahead time expected also went extra mile ensure product package properly could damaged state flux tyvm quality service made positive st impression returning customer future,quality seller product went beyound ensuring purchase delivered ahead time expected also went extra mile ensure product package properly could damaged state flux tyvm quality service made positive st impression returning customer future,1,,,,0.8689,,
484,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-08,1.0,box broken tastes terrible,box holding can came completely torn drink taste absolutely terrible nothing like supposed taste go get store,box broken tastes terrible box holding can came completely torn drink taste absolutely terrible nothing like supposed taste go get store,0,-0.918,,,,,
120,"Amazon.com: Customer reviews: Monster Energy, Lo-Carb Monster, Low Carb Energy Drink, 16 Ounce (Pack of 24)",2024-02-09,5.0,,drink nothing drink love flavor like drinking year, drink nothing drink love flavor like drinking year,1,,-0.2187,,,,
480,"Amazon.com: Customer reviews: Monster Energy Juice Monster Variety Pack, Pipeline Punch, Mango Loco, Pacific Punch, Energy+Juice, Energy Drink, 16 Ounce (Pack of 15)",2024-02-09,3.0,decent,box expired checked knew tasted got bash seller still ended drinking job,decent box expired checked knew tasted got bash seller still ended drinking job,0,0.0,,,,,
232,"Amazon.com: Customer reviews: Monster Energy Zero Sugar, Green, Original, Low Calorie Energy Drink, 16 Fl Oz (Pack of 15)",2024-02-11,1.0,,flavor make literally made sick tried occasion made throw sure bad mix pack destroyed flavor good made sick, flavor make literally made sick tried occasion made throw sure bad mix pack destroyed flavor good made sick,0,,-0.8442,,,,
