,product,date,rating,title,reviews
70,Amazon.com: Customer reviews: Alani Energy Drink,"January 6, 2024",1.0 out of 5 stars,Cans are damaged,Cans are all damaged on the bottom. Drinks also overflow when opening almost like they have been shaken up excessively.
71,Amazon.com: Customer reviews: Alani Energy Drink,"January 1, 2024",1.0 out of 5 stars,Punctured empty can,Package arrived with a punctured and empty can. The outter package was in tact but inner box and cans were dented and punctured. This happened BEFORE it was packaged for delivery so it should not have been shipped in this condition
72,Amazon.com: Customer reviews: Alani Energy Drink,"December 30, 2023",1.0 out of 5 stars,Missing product,The box I received was held together by packing tape and was damaged. There were also 2 drinks missing. I only received 10/12 drinks in this package.
73,Amazon.com: Customer reviews: Alani Energy Drink,"December 22, 2023",1.0 out of 5 stars,exploded,every single can was filled with pressure and everytime i opened a new one it exploded everywhere
74,Amazon.com: Customer reviews: Alani Energy Drink,"December 8, 2023",1.0 out of 5 stars,All overflowing,Don’t get me wrong I love these drinks. But in this package every one I open violently overflows everywhere. I’m not sure if it’s how they’re shipped or what but they need to fix this.
75,Amazon.com: Customer reviews: Alani Energy Drink,"December 4, 2023",1.0 out of 5 stars,Erythritol?,"There's increasing scientific evidence that erythritol and other artificial sweeteners can be bad for your health. Recent research shows erythritol may be associated with an increased risk of heart attack, stroke, and even death"
76,Amazon.com: Customer reviews: Alani Energy Drink,"December 4, 2023",1.0 out of 5 stars,Too much grape,"I love these energy drinks but 6 out of 12 were grape, one would think 4 of each flavor is reasonable."
77,Amazon.com: Customer reviews: Alani Energy Drink,"December 3, 2023",1.0 out of 5 stars,Don’t waste your money,Box was open and damaged. All drinks explode when open and flavor is off. Will not buy again.
78,Amazon.com: Customer reviews: Alani Energy Drink,"November 29, 2023",1.0 out of 5 stars,Dented cans,Product arrived damaged! Majority of my cans in the pack were dented very badly!
79,Amazon.com: Customer reviews: Alani Energy Drink,"November 18, 2023",1.0 out of 5 stars,This is how it looked when delivered half ripped open and all dented cans. Would like a NEW one.,All damaged cans and open box. Would like an actual new product sent out.
80,Amazon.com: Customer reviews: Alani Energy Drink,"November 18, 2023",1.0 out of 5 stars,Busted cans,My cans were all busted and leaked all over the front porch. I can’t return or replace per the policy so I guess I’m just out $50 😒
81,Amazon.com: Customer reviews: Alani Energy Drink,"November 17, 2023",1.0 out of 5 stars,Disappointed,The product arrived damaged and came with 11 cans not 12
82,Amazon.com: Customer reviews: Alani Energy Drink,"November 13, 2023",1.0 out of 5 stars,Llegaron solo 10 latas. El paquete era de 12,
83,Amazon.com: Customer reviews: Alani Energy Drink,"November 9, 2023",1.0 out of 5 stars,Broken :(,Many cans are empty
84,Amazon.com: Customer reviews: Alani Energy Drink,"November 8, 2023",1.0 out of 5 stars,looks like someone through it off a building,
85,Amazon.com: Customer reviews: Alani Energy Drink,"November 7, 2023",1.0 out of 5 stars,Exploding product,I recently ordered a 12 pack of Breezeberry when it was on sale for Prime Days! Well I have drank 7 so far & everytime I open one they fizz everywhere and only have about half of the product left in the can. When I received them I put them straight in the fridge so I’m not sure what is going on but beware!!
86,Amazon.com: Customer reviews: Alani Energy Drink,"November 4, 2023",1.0 out of 5 stars,Overpowering Too Artificially Sweetened,I was expecting something like a hi-Ball energy drink. This stuff taste like too many synthetic sweeteners gone awry!
87,Amazon.com: Customer reviews: Alani Energy Drink,"November 3, 2023",1.0 out of 5 stars,Wth .??????,"Box all broken up , half the cans are dented up looks like they were dropped couple times"
88,Amazon.com: Customer reviews: Alani Energy Drink,"November 2, 2023",1.0 out of 5 stars,Something was off with this case,Dont know what the deal is but every single can from this case had a funny taste and almost exploded when opening. I always buy these from target and never have a problem. But this case from amazon was off
89,Amazon.com: Customer reviews: Alani Energy Drink,"October 27, 2023",1.0 out of 5 stars,Sent an empty can,An empty can was included in the package. Closed top but nothing inside.
90,Amazon.com: Customer reviews: Alani Energy Drink,"October 23, 2023",1.0 out of 5 stars,Package was open and missing two cans!,This product had damaged box and was missing two cans out of the package!
91,Amazon.com: Customer reviews: Alani Energy Drink,"October 18, 2023",1.0 out of 5 stars,Package came busted,"The box was busted, as well as many of the cans inside. Had to throw away most of them, considering they were basically destroyed."
92,Amazon.com: Customer reviews: Alani Energy Drink,"October 17, 2023",1.0 out of 5 stars,Package came damaged,I love alani nu. I have them on auto ship and it’s great but my package yesterday came damaged and I can’t get a replacement. The cans are so damaged they won’t even stand up. Very frustrating
93,Amazon.com: Customer reviews: Alani Energy Drink,"October 16, 2023",1.0 out of 5 stars,Box opened and damaged and one of the cans was empty,I did not like how the box was damaged and opened. I also did not like how one of the cans was empty.
94,Amazon.com: Customer reviews: Alani Energy Drink,"October 15, 2023",1.0 out of 5 stars,Came damaged!,Box was damaged and a bunch of cans were dented :/
95,Amazon.com: Customer reviews: Alani Energy Drink,"October 15, 2023",1.0 out of 5 stars,My cans were damaged,Not happy
96,Amazon.com: Customer reviews: Alani Energy Drink,"October 13, 2023",1.0 out of 5 stars,Horrible and no replacement option.,Drinks are old and leaking. Half the cans were super soft with leaks.
97,Amazon.com: Customer reviews: Alani Energy Drink,"October 12, 2023",1.0 out of 5 stars,Mold!!,My order arrived water damaged and full of mold!
98,Amazon.com: Customer reviews: Alani Energy Drink,"October 11, 2023",1.0 out of 5 stars,Product arrived damanged,The box and several of the cans arrived damaged and unable to drink.
99,Amazon.com: Customer reviews: Alani Energy Drink,"September 30, 2023",1.0 out of 5 stars,Extremely disappointed,Over half of the cans were delivered punctured and empty. Highly disappointing considering I paid $30 for them. Definitely learned a hard lesson.
100,Amazon.com: Customer reviews: Alani Energy Drink,"April 12, 2024",2.0 out of 5 stars,Received the wrong flavor,I gave this 2 stars because I like Alani- but I ordered Juicy Peach and received Mimosa. Very let down since Peach is my favorite hence why I ordered it. No returns either.
101,Amazon.com: Customer reviews: Alani Energy Drink,"April 11, 2024",2.0 out of 5 stars,Boxed was veey damaged inside/out,"Product came with a box in bad shape, cans were all tossed around. Most likely shaken up."
102,Amazon.com: Customer reviews: Alani Energy Drink,"April 9, 2024",2.0 out of 5 stars,Damaged goods,"Love Alani. Order it quite frequently. My most recent delivery came damaged. Shipped in a bag….

Case was destroyed and cans were everywhere"
103,Amazon.com: Customer reviews: Alani Energy Drink,"April 6, 2024",2.0 out of 5 stars,Punched in the face with a lemon in the mouth,This drink is very carbonated; it hurts to drink out of the can. Once you pour it in your glass you realize how tart it is. Like being punched in the face with a lemon in your mouth.
104,Amazon.com: Customer reviews: Alani Energy Drink,"April 6, 2024",2.0 out of 5 stars,Love alani,But I ordered Orange Kiss and got Mimosa. I like the flavor so it's fine just annoyed I got the wrong product
105,Amazon.com: Customer reviews: Alani Energy Drink,"March 26, 2024",2.0 out of 5 stars,I Didn't Care for This!,"I am an Oxyshred girl, but I wanted to try this since a friend mentioned it. Personally, I don't really care for the taste. I purchased the Cherry Slush flavor, and this tasted like cough syrup. I have no choice but drink this case since I bought it, but I most likely won't be buying this again. I'll edit this review if I feel differently later on after I've been drinking it for a while. As of right now, I am not a fan. It also has less caffeine than what I'm used to. I guess everything just isn't for everyone, and that's OK."
106,Amazon.com: Customer reviews: Alani Energy Drink,"March 25, 2024",2.0 out of 5 stars,Product...Great! Delivery Time..Terrible!,"I've order this item from this vendor multiple times (more than 10) and the product is great, it's the shipping time that has gone to a snails pace. When I first ordered they were delivering overnight and NOW it take 2 weeks to get my purchase and there is NO option to pay to get sooner. The worst part is the tracking shows it's not even touched nor am I charged until day 10 after I ordered and then I'll get my package on day 12. Very disappointing!!"
107,Amazon.com: Customer reviews: Alani Energy Drink,"March 13, 2024",2.0 out of 5 stars,Great product Terrible packaging,"The cases of drinks were dropped into a larger box which allowed the smaller case to move while being shipped. I presume someone at the carrier opened the box to see the contents that bouncing around because there was clear tape over the Amazon tape. After opening the brown box the original drink case was destroyed and I was missing a few cans.

Great product thought. Love the cherry slush flavor."
108,Amazon.com: Customer reviews: Alani Energy Drink,"March 12, 2024",2.0 out of 5 stars,Tastes good but doesn’t work,Delish but doesn’t do the job
109,Amazon.com: Customer reviews: Alani Energy Drink,"March 10, 2024",2.0 out of 5 stars,Medicine taste,"If you like how awful cough syrup tastes, this flavor is for you. Having tasted so other flavors, this one was a real disappointment. I’m struggling to drink them to avoid wasting them but I’ll never order this flavor again."
110,Amazon.com: Customer reviews: Alani Energy Drink,"February 26, 2024",2.0 out of 5 stars,"Good product, Bad Seller","Missing 2 of the cans!

After trying the cosmic stardust flavor (tastes like skittles!) I was interested in trying some of the other flavors this brand makes. The packaging of the 12 pack was very damaged and meant the cans were not very secured during shipping. Based on the damage the seller must have known it was this way before shipping. A damaged box isn't the end of the world when it comes to buying things on amazon but after further examining I noticed that I was only shipped 10 of the 12 cans."
111,Amazon.com: Customer reviews: Alani Energy Drink,"February 22, 2024",2.0 out of 5 stars,Packaging,Love the product but disappointed with packaging. This is twice this week that my cans are all over the box. One of them I picked it up and the fell all over my front steps. Hoping they are all still carbonated and not damaged.
112,Amazon.com: Customer reviews: Alani Energy Drink,"February 9, 2024",2.0 out of 5 stars,The explode everytime,So I love these and have been ordering them for a while but the last 2 delivered explode everytime I open them and then just bubble until all the fizz it gone. Not sure what changed I will try one more time because I have gotten them from the gas station and this doesn't happen keep the fizz. So if it happend again I'll stop my subscription and pay more from Walmart.
113,Amazon.com: Customer reviews: Alani Energy Drink,"February 1, 2024",2.0 out of 5 stars,Damaged.,Almost all of the cans were dented and the case was completely falling apart.
114,Amazon.com: Customer reviews: Alani Energy Drink,"January 25, 2024",2.0 out of 5 stars,Doesn't taste good,"Doesn't taste good. Flavor is too sweet, too artifical, cherry over the top."
115,Amazon.com: Customer reviews: Alani Energy Drink,"January 24, 2024",2.0 out of 5 stars,Wakes you up,Some serious caffeine
116,Amazon.com: Customer reviews: Alani Energy Drink,"January 21, 2024",2.0 out of 5 stars,Alani never disappoints - not happy with the packaging though,Love the product. Just not sure how someone approved it to be shipped like this.
117,Amazon.com: Customer reviews: Alani Energy Drink,"January 19, 2024",2.0 out of 5 stars,Empty cans,I have been buying this product for close to a year and since then I have got empty and half-full cans. I paid for a product I did not receive in every other purchase.
118,Amazon.com: Customer reviews: Alani Energy Drink,"January 18, 2024",2.0 out of 5 stars,I love the product just both boxes i ordered where all ripped apart,both boxes I ordered where all ripped apart- i was giving as a gift and they look like trash
119,Amazon.com: Customer reviews: Alani Energy Drink,"January 17, 2024",2.0 out of 5 stars,Arrived with Mold and/or Dirt,"The Alani Nu box was ripped apart. This is the third delivery like this where the box has not held up, yet the Amazon box is fine. Unsure of how that happens. Worse yet, there was black grime caked all over the cans and interior of the box.

Love the drinks themselves, but delivery... nope."
120,Amazon.com: Customer reviews: Alani Energy Drink,"January 11, 2024",2.0 out of 5 stars,Exploading,I’m on my third Alani from this pack and every single one of them have exploded. Not sure what’s up with this.
121,Amazon.com: Customer reviews: Alani Energy Drink,"January 10, 2024",2.0 out of 5 stars,Damaged cans,Cans came in damaged and it’s really hard to pop them open .
122,Amazon.com: Customer reviews: Alani Energy Drink,"January 4, 2024",2.0 out of 5 stars,Almost unbearable,Way too sweet even with ice
123,Amazon.com: Customer reviews: Alani Energy Drink,"December 30, 2023",2.0 out of 5 stars,Damaged cans,7 of the 12 cans look like they've been beaten. Do better!
124,Amazon.com: Customer reviews: Alani Energy Drink,"December 29, 2023",2.0 out of 5 stars,"Box was taped back together, and only 10 cans were in the box.",I only received 10 cans in the 12 can box - very disappointing.
125,Amazon.com: Customer reviews: Alani Energy Drink,"December 19, 2023",2.0 out of 5 stars,Gross.,Nauseatingly sweet. It took me months to go through them all
126,Amazon.com: Customer reviews: Alani Energy Drink,"December 10, 2023",2.0 out of 5 stars,Busted can and box full of mold,Received the package; no damage to the outside yet the drink box and drinks are covered in mold
127,Amazon.com: Customer reviews: Alani Energy Drink,"December 10, 2023",2.0 out of 5 stars,An empty can,One of the cans is completely empty in this 12 pack
128,Amazon.com: Customer reviews: Alani Energy Drink,"December 9, 2023",2.0 out of 5 stars,Wrong description,Ordered since it was on a major sale stated a whole case for under $2 and got only 1. Can’t complain to much since it was still less than the price of 1 wasn’t a favor myself of the flavor
129,Amazon.com: Customer reviews: Alani Energy Drink,"November 29, 2023",2.0 out of 5 stars,busted,"love alani, but the package came damaged and one was open. Was going to give as a gift, but not presentable and there’s no way to get a replacement through amazons website."
130,Amazon.com: Customer reviews: Alani Energy Drink,"November 27, 2023",2.0 out of 5 stars,The drink is good. Package inside was damaged and cans were busted,"Since there's no opportunity to refund or file damages I'm leaving this here.

The drink (when not damaged and flat) is great."
131,Amazon.com: Customer reviews: Alani Energy Drink,"November 24, 2023",2.0 out of 5 stars,Damaged in shipping,"I love these drinks, but when I received them today, the box they were shipped in looked like it had torn open and was taped back together and inside the box, the cans were damaged and rolling around. Some lost their carbonation, probably due to being dropped."
132,Amazon.com: Customer reviews: Alani Energy Drink,"October 31, 2023",2.0 out of 5 stars,"Love this product, but it explodes every time i open one!","I really do enjoy this drink and had it as a subscription to be delivered biweekly. However, my last two shipments, every single drink i’ve had explodes or sprays all over the place, even though it hasn’t been shaken up or anything. I’ve canceled my subscription because it’s caused too many messes, and when it spills over or sprays i lose about a third of my drink."
